year,event_type,interaction,province,location,source,notes,tags,longitude,latitude
2020,Protest with intervention,State forces-Protesters,Zuid-Holland,Pernis,AD,"On 10 November 2020, about 20 XR activists demonstrated at the Shell refinery in Pernis (Zuid-Holland) to demonstrate against fossil fuel energies. Seven XR activists climbed an oil tank to denounce the responsibility of Shell in the death of 9 Nigerian activists 25 years prior. The police arrested the 7 activists who were on the property.",crowd size=about 20,4.3863,51.8893
2020,Peaceful protest,Protesters only,Overijssel,Hengelo,AD,"On 10 November 2020, a few activists of Extinction Rebellion staged a protest outside the Oyfo Techniekmuseum in Hengelo (Overijssel) to denounce its relationship with Shell, denouncing the company's environmental impact. The protest occurred in the context of a national action day against the negative impact of Shell's presence in Nigeria following the 25th anniversary of the killing of several Ogoni people in Nigeria as a consequence of their resistance to Shell.",crowd size=a few,6.7929,52.2658
2020,Protest with intervention,State forces-Protesters,Zuid-Holland,Den Haag,De Wereld Morgen,"On 10 November 2020, an unknown number of activists of Extinction Rebellion staged a protest at the Shell headquarters in Den Haag to denounce the negative impact of Shell's presence in Nigeria in the context of the 25th anniversary of the killing of several Ogoni people in Nigeria as a consequence of their resistance to Shell. Two activists were arrested by police forces.",crowd size=no report,4.3128,52.0795
2020,Peaceful protest,Protesters only,Groningen,Groningen,112 Groningen,"On 11 November 2020, a handful of farmers staged a protest at the Provincial House in Groningen against the nitrogen regulations of the Dutch government.",crowd size=a handful,6.5667,53.2192
2020,Peaceful protest,Protesters only,Noord-Brabant,Bergen op Zoom,AD,"On 11 November 2020, about 30 people protested in Bergen op Zoom (Noord-Brabant) against the coronavirus containment measures of the government, denouncing the media for backing such policies.",crowd size=about 30,4.2881,51.4951
2020,Peaceful protest,Protesters only,Noord-Holland,Alkmaar,Noordhollands Dagblad,"On 13 November 2020, 4 people staged a protest in Alkmaar against the use of the allegedly racist stereotypical figure of Zwarte Piet during the popular children's feast of Sinterklaas.",crowd size=4,4.7475,52.6331
2020,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,AT 5,"On 14 November 2020, around 1000 people staged a protest at the Museumplein in Amsterdam against the coronavirus protection measures of the Dutch government. Although initially permitted, the action was ended by police forces as the protesters didn't keep the required distance. The protest was organized by Vrouwen Voor Vrijheid.",crowd size=around 1000,4.8985,52.371
2020,Peaceful protest,Protesters-Protesters,Noord-Brabant,Breda,AD,"On 14 November 2020, between 50 and 60 KOZP members protested on the Chasseveld in Breda (Noord-Brabant) for the abolition of Black Pete but also Grey Pete, both folkloric characters they argued still bore racist traits. A group of counterdemonstrators, one of whom was dressed as Black Pete, was cordoned off by the police 50 meters away.",crowd size=at least between 50 and 60,4.7797,51.589
2020,Peaceful protest,Protesters only,Utrecht,Spakenburg,AD,"On 14 November 2020, an unknown number of PEGIDA activists staged a protest action in Spakenburg (Utrecht), dressing up as blackface Zwarte Piet to denounce the contestation of the traditional figure for its allegedly racist characteristics.",crowd size=no report,5.3776,52.2508
2020,Peaceful protest,Protesters only,Overijssel,Enschede,AD,"On 14 November 2020, an unknown number of people staged a protest in Enschede (Overijssel) against the coronavirus protection measures of the Dutch government.",crowd size=no report,6.8958,52.2183
2020,Peaceful protest,Protesters only,Limburg,Maastricht,Hart van Nederland,"On 15 November 2020, a handful of Kick Out Zwarte Piet (KOZP) activists protested in Maastricht demanding the abolition of the allegedly racist figure of Zwarte Piet in the yearly traditional children feast Sinterklaas. Hundreds of people staged a counter-demonstration [coded as a separate event] and attempted to disrupt the ongoing protest. Police managed to prevent disruption by evacuating KOZP activists, while the counter-demonstrators clashed with police forces using fireworks.",crowd size=a handful,5.6889,50.8483
2020,Violent demonstration,State forces-Rioters,Limburg,Maastricht,Hart van Nederland,"On 15 November 2020, hundreds of people staged a counter-demonstration and attempted to disrupt the gathering by Kick Out Zwarte Piet (KOZP) activists [coded as a separate event] in Maastricht. The latter demanded the abolition of the allegedly racist figure of Zwarte Piet in the yearly traditional children feast Sinterklaas. Police managed to prevent disruption by evacuating KOZP activists, while the counter-demonstrators clashed with police forces using fireworks.",crowd size=hundreds,5.6889,50.8483
2020,Peaceful protest,Protesters only,Drenthe,Hoogeveen,Dagblad Van Het Noorden,"On 15 November 2020, around 60 people staged a protest at the police station in Hoogeveen to contest the arrest of the leader of Support Group Farmers and Citizens during a protest car procession on the A28 near Zuidwolde earlier that day, and to demand his immediate liberation.",crowd size=around 60,6.4792,52.7222
2020,Peaceful protest,Protesters only,Groningen,Groningen,Dagblad Van Het Noorden,"On 15 November 2020, around 20 people staged a protest on the Grote Markt in Groningen against the European refugee policy. The action was organized by SOS Moria.",crowd size=around 20,6.5667,53.2192
2020,Peaceful protest,Protesters only,Utrecht,Utrecht,RTV Utrecht,"On 15 November 2020, around 20 people staged a protest at the Neude in Utrecht against the European refugee policy. The action was organized by SOS Moria.",crowd size=around 20,5.1128,52.0871
2020,Peaceful protest,Protesters only,Friesland,Harlingen,Leeuwarder Courant,"On 15 November 2020, around 15 people staged a protest in Harlingen against the European refugee policy. The action was organized by Vluchtelingenwerk.",crowd size=around 15,5.4281,53.173
2020,Peaceful protest,Protesters only,Overijssel,Enschede,AD,"On 15 November 2020, about 175 people participated in a gathering in the Van Heek park in Enschede (Overijssel) to protest against the coronavirus containment measures of the government. One independent council member was present.",crowd size=about 175,6.8958,52.2183
2020,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,AD,"On 15 November 2020, about 20 people demonstrated at the Museumplein in Amsterdam (Noord-Holland) against the situation in overcrowded refugee camps in Europe and called for a change in asylum and migration policies. The action was organized by SOS Moria.",crowd size=about 20,4.8985,52.371
2020,Peaceful protest,Protesters only,Gelderland,Apeldoorn,AD,"On 15 November 2020, a procession of demonstrators with about 80 vehicles paraded slowly in Apeldoorn (Gelderland) to protest against the coronavirus containment measures, to support farmers, and to call for the preservation of Dutch traditions.",crowd size=about 80 vehicles,5.9635,52.2143
2020,Peaceful protest,Protesters only,Noord-Holland,Haarlem,AD,"On 15 November 2020, around 20 people staged a protest in Haarlem (Noord-Holland) against the European refugee policy. The action was organized by SOS Moria.",crowd size=around 20,4.6376,52.3869
2020,Peaceful protest,Protesters only,Utrecht,Amersfoort,AD,"On 15 November 2020, between 10 and 25 activists of Viruswaarheid staged a protest in Amersfoort (Utrecht) against the coronavirus protection measures of the Dutch government.",crowd size=between 10 and 25,5.3888,52.1565
2020,Peaceful protest,Protesters only,Gelderland,Nijmegen,Hart van Nederland,"On 15 November 2020, around 150 people staged a protest in Nijmegen against the coronavirus protection measures of the Dutch government.",crowd size=around 150,5.8528,51.8425
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,AD,"On 16 November 2020, an unknown number of students, dressed as cows, staged a protest action outside the Ministry of Education in Den Haag (Zuid-Holland) to denounce the high rent prices for student accommodation. The protest was organized by the student union LSVb and the youth department of the FNV.",crowd size=no report,4.3128,52.0795
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,Den Haag FM,"On 17 November 2020, an unknown number of activists of Extinction Rebellion staged a protest action in Den Haag against continuing governmental support for environmentally unfriendly sectors.",crowd size=no report,4.3128,52.0795
2020,Protest with intervention,State forces-Protesters,Zuid-Holland,Den Haag,Westonline,"On 17 November 2020, hundreds of farmers joined a protest organized by Farmers Defence Force on several locations in Den Haag against the agricultural policy of the Dutch government and to demand the King to intervene. The protest started with a loud procession with tractor pullers in front of the King's residency Huis Ten Bosch early in the morning, to relocate to the Koekamp later. When some farmers drove up the Malieveld with their tractors, two farmers were arrested, but police forces didn't intervene to end the protest. Later that day, the farmers relocated to Leidschendam, Den Haag.",crowd size=hundreds,4.3128,52.0795
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,Danas,"On 18 November 2020, a group of Albanian immigrants gathered to protest outside the Kosovo Specialist Chambers in Den Haag in support of the former KLA leaders on trial for war crimes. Specialist Chambers security forces peacefully stopped the protest because some of the demonstrators had KLA masks.",crowd size=no report,4.3128,52.0795
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,Greenpeace International,"On 18 November 2020, an unknown number of activists of Greenpeace staged a protest in front of the Palace of Justice in Den Haag to support their court case against the Dutch government for its allegedly environmentally unfriendly support to airline company KLM that was taking place that day.",crowd size=no report,4.3128,52.0795
